ncppb_number,ncppb_number_compact,current_name,name_as_received,alternative_names,pathovar,host,country,other_collection_numbers,ncppb_catalogue_url,catalogue_sequence_links,sequencing_type,year_added,type_strain_of_species,pathotype_strain,other_references,notes,raw_record_text
NCPPB 4387,NCPPB4387,Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978,Xanthomonas campestris pv. musacearum,,pv. musacearum,Musa,D.R.Congo,CFBP 7168,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4387,,,2007,No,No,The donor reference is IMI 392223 This isolate is also in the collections; CFBP 7168 The source of this isolate was Valentine Aritua,,NCPPB No. 4387: Catalogue name: Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978 Name as received: Xanthomonas campestris pv. musacearum Country: D.R.Congo Host: Musa Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is IMI 392223 This isolate is also in the collections; CFBP 7168 The source of this isolate was Valentine Aritua
NCPPB 4388,NCPPB4388,Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978,Xanthomonas campestris pv. musacearum,,pv. musacearum,Musa,D.R.Congo,CFBP 7169,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4388,,,2007,No,No,The donor reference is IMI 392224 This isolate is also in the collections; CFBP 7169 The source of this isolate was Valentine Aritua,,NCPPB No. 4388: Catalogue name: Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978 Name as received: Xanthomonas campestris pv. musacearum Country: D.R.Congo Host: Musa Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is IMI 392224 This isolate is also in the collections; CFBP 7169 The source of this isolate was Valentine Aritua
NCPPB 4389,NCPPB4389,Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978,Xanthomonas campestris pv. musacearum,,pv. musacearum,Musa,Rwanda,CFBP 7170,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4389,,,2007,No,No,The donor reference is IMI 393640 This isolate is also in the collections; CFBP 7170 The source of this isolate was Valentine Aritua,,NCPPB No. 4389: Catalogue name: Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978 Name as received: Xanthomonas campestris pv. musacearum Country: Rwanda Host: Musa Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is IMI 393640 This isolate is also in the collections; CFBP 7170 The source of this isolate was Valentine Aritua
NCPPB 4390,NCPPB4390,Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978,Xanthomonas campestris pv. musacearum,,pv. musacearum,Musa,Rwanda,CFBP 7171,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4390,,,2007,No,No,The donor reference is IMI 393641 This isolate is also in the collections; CFBP 7171 The source of this isolate was Valentine Aritua,,NCPPB No. 4390: Catalogue name: Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978 Name as received: Xanthomonas campestris pv. musacearum Country: Rwanda Host: Musa Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is IMI 393641 This isolate is also in the collections; CFBP 7171 The source of this isolate was Valentine Aritua
NCPPB 4391,NCPPB4391,Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978,Xanthomonas campestris pv. musacearum,,pv. musacearum,Musa,Rwanda,CFBP 7172,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4391,,,2007,No,No,The donor reference is IMI 393646 This isolate is also in the collections; CFBP 7172 The source of this isolate was Valentine Aritua,,NCPPB No. 4391: Catalogue name: Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978 Name as received: Xanthomonas campestris pv. musacearum Country: Rwanda Host: Musa Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is IMI 393646 This isolate is also in the collections; CFBP 7172 The source of this isolate was Valentine Aritua
NCPPB 4392,NCPPB4392,Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978,Xanthomonas campestris pv. musacearum,,pv. musacearum,Musa,Tanzania,CFBP 7173,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4392,,,2007,No,No,The donor reference is 394051 This isolate is also in the collections; CFBP 7173 The source of this isolate was Valentine Aritua,,NCPPB No. 4392: Catalogue name: Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978 Name as received: Xanthomonas campestris pv. musacearum Country: Tanzania Host: Musa Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is 394051 This isolate is also in the collections; CFBP 7173 The source of this isolate was Valentine Aritua
NCPPB 4393,NCPPB4393,Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978,Xanthomonas campestris pv. musacearum,,pv. musacearum,Musa,Tanzania,CFBP 7174,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4393,,,2007,No,No,The donor reference is 394052 This isolate is also in the collections; CFBP 7174 The source of this isolate was Valentine Aritua,,NCPPB No. 4393: Catalogue name: Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978 Name as received: Xanthomonas campestris pv. musacearum Country: Tanzania Host: Musa Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is 394052 This isolate is also in the collections; CFBP 7174 The source of this isolate was Valentine Aritua
NCPPB 4394,NCPPB4394,Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978,Xanthomonas campestris pv. musacearum,,pv. musacearum,Musa,Tanzania,CFBP 7175,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4394,,,2007,No,No,The donor reference is 354053 This isolate is also in the collections; CFBP 7175 The source of this isolate was Valentine Aritua,,NCPPB No. 4394: Catalogue name: Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978 Name as received: Xanthomonas campestris pv. musacearum Country: Tanzania Host: Musa Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is 354053 This isolate is also in the collections; CFBP 7175 The source of this isolate was Valentine Aritua
NCPPB 4395,NCPPB4395,Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978,Xanthomonas campestris pv. musacearum,,pv. musacearum,Musa,Tanzania,CFBP 7176,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4395,,,2007,No,No,This isolate is also in the collections; CFBP 7176 The source of this isolate was Valentine Aritua,,NCPPB No. 4395: Catalogue name: Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978 Name as received: Xanthomonas campestris pv. musacearum Country: Tanzania Host: Musa Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: This isolate is also in the collections; CFBP 7176 The source of this isolate was Valentine Aritua
NCPPB 4397,NCPPB4397,Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.,Xanthomonas axonopodis pv. allii,,pv. allii,Allium cepa,Brazil,ICMP 9278,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4397,,,2007,No,No,The donor reference is ISBF 594 This isolate is also in the collections; ICMP 9278 This isolate was isolated by R.Neto The source of this isolate was ISBF,,NCPPB No. 4397: Catalogue name: Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov. Name as received: Xanthomonas axonopodis pv. allii Country: Brazil Host: Allium cepa Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is ISBF 594 This isolate is also in the collections; ICMP 9278 This isolate was isolated by R.Neto The source of this isolate was ISBF
NCPPB 4398,NCPPB4398,Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.,Xanthomonas axonopodis pv. allii,,pv. allii,Allium cepa,Brazil,ICMP 9279,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4398,,,2007,No,No,The donor reference is ISBF 595 This isolate is also in the collections; ICMP 9279 This isolate was isolated by R.Neto The source of this isolate was ISBF,,NCPPB No. 4398: Catalogue name: Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov. Name as received: Xanthomonas axonopodis pv. allii Country: Brazil Host: Allium cepa Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is ISBF 595 This isolate is also in the collections; ICMP 9279 This isolate was isolated by R.Neto The source of this isolate was ISBF
NCPPB 4399,NCPPB4399,Xanthomonas campestris pv. tardicrescens (McCulloch 1937) Dye 1978,Xanthomonas campestris pv. tardicrescens,,pv. tardicrescens,Iris germanica,New Zealand,ICMP 15863,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4399,,,2007,No,No,The donor reference is ICMP 15863 This isolate is also in the collections; ICMP 15863 This isolate was isolated by I.Harvey The source of this isolate was ICMP,,NCPPB No. 4399: Catalogue name: Xanthomonas campestris pv. tardicrescens (McCulloch 1937) Dye 1978 Name as received: Xanthomonas campestris pv. tardicrescens Country: New Zealand Host: Iris germanica Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is ICMP 15863 This isolate is also in the collections; ICMP 15863 This isolate was isolated by I.Harvey The source of this isolate was ICMP
NCPPB 4402,NCPPB4402,Xanthomonas axonopodis,Xanthomonas axonopodis pv. cassavae,,,Manihot esculenta,Niger,LMG 8237; PD 772,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4402,,,2007,No,No,"The donor reference is LMG 8237 This isolate is also in the collections; PD 772, LMG 8237 This isolate was isolated by P.D.Jaanse The source of this isolate was LMG",Partial gene (gyrB) sequence indicates this is Xanthomonas axonopodis (NCPPB Aug 2017),"NCPPB No. 4402: Catalogue name: Xanthomonas axonopodis Name as received: Xanthomonas axonopodis pv. cassavae Country: Niger Host: Manihot esculenta Year Added: 2007 Type strain of the species: No Pathotype strain: No Notes: Partial gene (gyrB) sequence indicates this is Xanthomonas axonopodis (NCPPB Aug 2017) Other references: The donor reference is LMG 8237 This isolate is also in the collections; PD 772, LMG 8237 This isolate was isolated by P.D.Jaanse The source of this isolate was LMG"
NCPPB 4403,NCPPB4403,Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.,Xanthomonas cotton,,pv. malvacearum,Gossypium sp. (cotton),USA,ICMP 217-62; ICMP 217; ATCC 9924,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4403,GenBank: EU498760 - dnaK EU498862 - fyuA EU498966 - gyrB EU499085 - rpoD PRJDB10667 <genbank:  EU498760 - dnaK  EU498862 - fyuA  EU498966 - gyrB  EU499085 - rpoD  PRJDB10667>,,2007,No,No,"The donor reference is ICMP 217-62 This isolate is also in the collections; ICMP 217, ATCC 9924 This isolate was isolated by R. Weindling The source of this isolate was ICMP",,"NCPPB No. 4403: Catalogue name: Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov. Name as received: Xanthomonas cotton Country: USA Host: Gossypium sp. (cotton) Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is ICMP 217-62 This isolate is also in the collections; ICMP 217, ATCC 9924 This isolate was isolated by R. Weindling The source of this isolate was ICMP Sequencing Link: GenBank: EU498760 - dnaK EU498862 - fyuA EU498966 - gyrB EU499085 - rpoD PRJDB10667"
NCPPB 4404,NCPPB4404,Xanthomonas campestris pv. thespesiae Patil & Kulkarni 1981,Xanthomonas campestris pv. thespesiae,,pv. thespesiae,"Thespesia populnea, leaf spot",India,LMG 9057; ICMP 7466,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4404,,,2007,No,Yes,"The donor reference is LMG 9057 This isolate is also in the collections; ICMP 7466; ITCC P33, LMG 9057 This isolate was isolated by Y.Kulkani The source of this isolate was LMG",,"NCPPB No. 4404: Catalogue name: Xanthomonas campestris pv. thespesiae Patil & Kulkarni 1981 Name as received: Xanthomonas campestris pv. thespesiae Country: India Host: Thespesia populnea, leaf spot Year Added: 2007 Type strain of the species: No Pathotype strain: Yes Other references: The donor reference is LMG 9057 This isolate is also in the collections; ICMP 7466; ITCC P33, LMG 9057 This isolate was isolated by Y.Kulkani The source of this isolate was LMG"
NCPPB 4405,NCPPB4405,Xanthomonas bromi Vauterin et al. 1995,Xanthomonas bromi,,,Bromus willdenowii,New Zealand,LMG 8273; ICMP 6482,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4405,,,2007,No,No,"The donor reference is LMG 8273 This isolate is also in the collections; ICMP 6482, Latch PRGRQ This isolate was isolated by G.Latch The source of this isolate was LMG",,"NCPPB No. 4405: Catalogue name: Xanthomonas bromi Vauterin et al. 1995 Name as received: Xanthomonas bromi Country: New Zealand Host: Bromus willdenowii Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is LMG 8273 This isolate is also in the collections; ICMP 6482, Latch PRGRQ This isolate was isolated by G.Latch The source of this isolate was LMG"
NCPPB 4407,NCPPB4407,Xanthomonas sacchari Vauterin et al. 1995,Xanthomonas sacchari,,,Saccharum officinarus,Guadaloupe,LMG 476,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4407,,,2007,No,No,"The donor reference is LMG 476 This isolate is also in the collections; Beramis 6, VdM9 The source of this isolate was LMG",,"NCPPB No. 4407: Catalogue name: Xanthomonas sacchari Vauterin et al. 1995 Name as received: Xanthomonas sacchari Country: Guadaloupe Host: Saccharum officinarus Year Added: 2007 Type strain of the species: No Pathotype strain: No Other references: The donor reference is LMG 476 This isolate is also in the collections; Beramis 6, VdM9 The source of this isolate was LMG"
NCPPB 4409,NCPPB4409,Xanthomonas arboricola pv. fragariae Janse et al 2001,Xanthomonas arboricola pv. fragariae,,pv. fragariae,Fragariae ananassa,Italy (Cesena),LMG 19145; PD 2780,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4409,,,2007,No,Yes,"The donor reference is LMG 19145 This isolate is also in the collections; LMG 19145, ISPAVE-B-641, PD 2780,SWINGS R-5214 The source of this isolate was LMG",,"NCPPB No. 4409: Catalogue name: Xanthomonas arboricola pv. fragariae Janse et al 2001 Name as received: Xanthomonas arboricola pv. fragariae Country: Italy (Cesena) Host: Fragariae ananassa Year Added: 2007 Type strain of the species: No Pathotype strain: Yes Other references: The donor reference is LMG 19145 This isolate is also in the collections; LMG 19145, ISPAVE-B-641, PD 2780,SWINGS R-5214 The source of this isolate was LMG"
NCPPB 4410,NCPPB4410,Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995,Xanthomonas hortorum pv. carotae,,pv. carotae,Daucus carota,,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4410,,,2007,No,No,The donor reference is 8356 The source of this isolate was S.J.Roberts,Sample No. 18/2/1.3. See E724. Stove project E724 Good Pathogenicity on cv Napoli. PCR +ve. Used as +ve control,NCPPB No. 4410: Catalogue name: Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995 Name as received: Xanthomonas hortorum pv. carotae Host: Daucus carota Year Added: 2007 Type strain of the species: No Pathotype strain: No Notes: Sample No. 18/2/1.3. See E724. Stove project E724 Good Pathogenicity on cv Napoli. PCR +ve. Used as +ve control Other references: The donor reference is 8356 The source of this isolate was S.J.Roberts
NCPPB 4411,NCPPB4411,Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995,Xanthomonas hortorum pv. carotae,,pv. carotae,Daucus carota,,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4411,,,2007,No,No,The donor reference is 8394 The source of this isolate was S.J.Roberts,"Sample No. 770/1/4. See E748. Stove project, Seed sample 770 E748. Used as +ve control. Path +ve, PCR +ve","NCPPB No. 4411: Catalogue name: Xanthomonas hortorum pv. carotae (Kendrick 1934) Vauterin et al. 1995 Name as received: Xanthomonas hortorum pv. carotae Host: Daucus carota Year Added: 2007 Type strain of the species: No Pathotype strain: No Notes: Sample No. 770/1/4. See E748. Stove project, Seed sample 770 E748. Used as +ve control. Path +ve, PCR +ve Other references: The donor reference is 8394 The source of this isolate was S.J.Roberts"
NCPPB 4412,NCPPB4412,Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov.,Xanthomonas alfalfae subsp. alfalfae,,pv. alfalfae,Medicago sativa,India,LMG 495; ATCC 11765; CFBP 7686,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4412,,,2009,No,Yes,"The donor reference is LMG 495 This isolate is also in the collections; LMG 495, ATCC 11765, CFBP 7686 This isolate was isolated by MK Patel",,"NCPPB No. 4412: Catalogue name: Xanthomonas euvesicatoria pv. alfalfae (ex Riker et al. 1935) Constantin et al. 2016 comb. nov. Name as received: Xanthomonas alfalfae subsp. alfalfae Country: India Host: Medicago sativa Year Added: 2009 Type strain of the species: No Pathotype strain: Yes Other references: The donor reference is LMG 495 This isolate is also in the collections; LMG 495, ATCC 11765, CFBP 7686 This isolate was isolated by MK Patel"
