ncppb_number	biosample_accession	ncbi_uid	discovery_tracks	discovery_tiers	organism	taxid	biosample_host	biosample_geographic_location	biosample_collection_date	biosample_collection_year	biosample_isolation_source	matched_identifier	matched_identifier_type	identifier_strength	matched_field	evidence_class	identity_match_status	taxonomy_status	pathovar_status	identity_review_required	taxonomy_review_required	manual_review_required	decision	original_decision	reviewer_decision	reviewer_notes	reviewer_approved_for_downstream	review_reason	conflicting_ncppb_numbers	source_url
NCPPB 4373	SAMN17386064	17386064	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386064
NCPPB 4373	SAMN17386063	17386063	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386063
NCPPB 4373	SAMN17386062	17386062	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386062
NCPPB 4373	SAMN17386061	17386061	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386061
NCPPB 4373	SAMN17386060	17386060	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386060
NCPPB 4373	SAMN17386059	17386059	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386059
NCPPB 4373	SAMN17386058	17386058	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386058
NCPPB 4373	SAMN17386057	17386057	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386057
NCPPB 4373	SAMN17386056	17386056	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386056
NCPPB 4373	SAMN17386055	17386055	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386055
NCPPB 4373	SAMN17386054	17386054	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386054
NCPPB 4373	SAMN17386053	17386053	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386053
NCPPB 4373	SAMN17386052	17386052	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386052
NCPPB 4373	SAMN17386051	17386051	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386051
NCPPB 4373	SAMN17386050	17386050	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386050
NCPPB 4373	SAMN17386049	17386049	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386049
NCPPB 4373	SAMN17386048	17386048	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386048
NCPPB 4373	SAMN17386047	17386047	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386047
NCPPB 4373	SAMN17386046	17386046	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386046
NCPPB 4373	SAMN17386045	17386045	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386045
NCPPB 4373	SAMN17386044	17386044	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386044
NCPPB 4373	SAMN17386043	17386043	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386043
NCPPB 4373	SAMN17386042	17386042	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386042
NCPPB 4373	SAMN17386041	17386041	other_references	expected_genus	Xanthomonas campestris	339	missing	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386041
NCPPB 4373	SAMN17386040	17386040	other_references	expected_genus	Xanthomonas campestris	339	Brassica sp.	Australia: Queensland	2000	2000						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386040
NCPPB 4373	SAMN17386039	17386039	other_references	expected_genus	Xanthomonas campestris	339	Brassica sp.	Australia: New South Wales	missing		Seed					no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386039
NCPPB 4373	SAMN17386038	17386038	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Victoria	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386038
NCPPB 4373	SAMN17386037	17386037	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. capitata	Australia: New South Wales	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386037
NCPPB 4373	SAMN17386036	17386036	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. capitata	Australia: Victoria	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386036
NCPPB 4373	SAMN17386035	17386035	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: New South Wales	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386035
NCPPB 4373	SAMN17386034	17386034	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. gemmifera	Australia: New South Wales	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386034
NCPPB 4373	SAMN17386033	17386033	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. capitata	Australia: New South Wales, Campbelltown	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386033
NCPPB 4373	SAMN17386032	17386032	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: New South Wales, Campbelltown	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386032
NCPPB 4373	SAMN17386031	17386031	other_references	expected_genus	Xanthomonas campestris	339	Erysimum sp.	Australia: Victoria, Monbulk	1992-05	1992	Stem, leaf					no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386031
NCPPB 4373	SAMN17386030	17386030	other_references	expected_genus	Xanthomonas campestris	339	Diplotaxis tenuifolia	missing	2016	2016	leaf					no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386030
NCPPB 4373	SAMN17386029	17386029	other_references	expected_genus	Xanthomonas campestris	339	missing	missing	2015	2015						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386029
NCPPB 4373	SAMN17386028	17386028	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. capitata f. rubra	Australia: Western Australia, Gingin	2010	2010						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386028
NCPPB 4373	SAMN17386027	17386027	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: Western Australia	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386027
NCPPB 4373	SAMN17386026	17386026	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: New South Wales, Leppington	2003	2003	leaf					no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386026
NCPPB 4373	SAMN17386025	17386025	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. italica	Australia: New South Wales, Leppington	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386025
NCPPB 4373	SAMN17386024	17386024	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. italica	Australia: New South Wales, Leppington	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386024
NCPPB 4373	SAMN17386023	17386023	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. italica	Australia: New South Wales, Leppington	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386023
NCPPB 4373	SAMN17386022	17386022	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: New South Wales, Leppington	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386022
NCPPB 4373	SAMN17386021	17386021	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. botrytis	Australia: New South Wales, Leppington	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386021
NCPPB 4373	SAMN17386020	17386020	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. italica	Australia: New South Wales, Leppington	2003	2003						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386020
NCPPB 4373	SAMN17386019	17386019	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. gemmifera	Australia: Queensland, Stanthorpe	1977-03-14	1977						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386019
NCPPB 4373	SAMN17386018	17386018	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. capitata	Australia: Queensland, Cleveland	1975-05-19	1975						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386018
NCPPB 4373	SAMN17386017	17386017	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. capitata	Australia: Queensland, Cleveland	1977-03-01	1977						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386017
NCPPB 4373	SAMN17386016	17386016	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. gemmifera	Australia: Queensland, Pozieres	1976-06-02	1976						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386016
NCPPB 4373	SAMN17386015	17386015	other_references	expected_genus	Xanthomonas campestris	339	missing	Australia: Queensland, Cleveland	1975-09-21	1975						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386015
NCPPB 4373	SAMN17386014	17386014	other_references	expected_genus	Xanthomonas campestris	339	missing	Australia: Queensland, Redland Bay	1975-07-10	1975						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386014
NCPPB 4373	SAMN17386013	17386013	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. capitata	Australia: Queensland, Cleveland	1975-06-17	1975						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386013
NCPPB 4373	SAMN17386012	17386012	other_references	expected_genus	Xanthomonas campestris	339	missing	Australia: New South Wales, Castle Hill	1975-04-30	1975						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386012
NCPPB 4373	SAMN17386011	17386011	other_references	expected_genus	Xanthomonas campestris	339	missing	Australia: New South Wales, Castle Hill	1975-04-30	1975						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386011
NCPPB 4373	SAMN17386010	17386010	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. capitata	Australia	1975-04-30	1975						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386010
NCPPB 4373	SAMN17386009	17386009	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. capitata	Australia: Queensland, Boonah	missing							no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386009
NCPPB 4373	SAMN17386008	17386008	other_references	expected_genus	Xanthomonas campestris	339	Brassica oleracea var. capitata	Australia: Queensland, Applethorpe	1973-03-23	1973						no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386008
NCPPB 4373	SAMN17386007	17386007	other_references	expected_genus	Xanthomonas campestris	339	missing	Australia: Queensland, Ormiston	1986-07-16	1986	leaf					no_exact_identifier	no_exact_identifier	same_genus_different_species	observed_pathovar_unresolved	no	no	no	reject	reject			no	no_exact_identifier		https://www.ncbi.nlm.nih.gov/biosample/SAMN17386007
