ncppb_number	snapshot_status	v1_current_name	v2_current_name	v1_other_references	v2_other_references	name_changed	other_references_changed
NCPPB 1453	present_in_both	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023	This isolate was isolated by ex M.C. Srinivasan	This isolate was isolated by ex M.C. Srinivasan	no	no
NCPPB 1454	present_in_both	Xanthomonas euvesicatoria pv. tribuli (Srinivasan and Patel 1956) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. tribuli (Srinivasan and Patel 1956) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; ICMP 5753, LMG 873 This isolate was isolated by ex M.C. Srinivasan	This isolate is also in the collections; ICMP 5753, LMG 873 This isolate was isolated by ex M.C. Srinivasan	no	no
NCPPB 1455	present_in_both	Xanthomonas campestris pv. lantanae (Srinivasan & Patel 1957) Dye 1978	Xanthomonas campestris pv. lantanae (Srinivasan & Patel 1957) Dye 1978	This isolate is also in the collections; ICMP 5737, LMG 754 This isolate was isolated by ex M.C. Srinivasan	This isolate is also in the collections; ICMP 5737, LMG 754 This isolate was isolated by ex M.C. Srinivasan	no	no
NCPPB 1457	present_in_both	Xanthomonas euvesicatoria pv. coriandri (Srinivasan et al. 1961) Harrison et al. 2023	Xanthomonas euvesicatoria pv. coriandri (Srinivasan et al. 1961) Harrison et al. 2023	This isolate was isolated by ex M.C. Srinivasan	This isolate was isolated by ex M.C. Srinivasan	no	no
NCPPB 1469	present_in_both	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae Kennedy and King 1962	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy	This isolate is also in the collections; ICMP 5715, ATTCC 33239, VKM B-2165, DSMZ 3587, LMG 708, CFBP 2157 This isolate was isolated by B.W. Kennedy	no	no
NCPPB 1471	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	This isolate was isolated by A.C. Hayward B1603	This isolate was isolated by A.C. Hayward B1603	no	no
NCPPB 1472	present_in_both	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	This isolate was isolated by A.C. Hayward B1601	This isolate was isolated by A.C. Hayward B1601	no	no
NCPPB 1473	present_in_both	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	This isolate was isolated by A.C. Hayward B1559	This isolate was isolated by A.C. Hayward B1559	no	no
NCPPB 1475	present_in_both	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	Xanthomonas axonopodis pv. cassiae (Kulkarni et al. 1951) Vauterin et al. 1995	This isolate was isolated by A.C. Hayward B1479	This isolate was isolated by A.C. Hayward B1479	no	no
NCPPB 1482	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	This isolate was isolated by A.C. Hayward B1741	This isolate was isolated by A.C. Hayward B1741	no	no
NCPPB 1495	present_in_both	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; LMG 8017 This isolate was isolated by G.E. Jones C398	This isolate is also in the collections; LMG 8017 This isolate was isolated by G.E. Jones C398	no	no
NCPPB 1560	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by R.A. Lelliott 479	This isolate was isolated by R.A. Lelliott 479	no	no
NCPPB 1568	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	The donor reference is 1 This isolate was isolated by ex K.S.S. Eswaran	The donor reference is 1 This isolate was isolated by ex K.S.S. Eswaran	no	no
NCPPB 1585	present_in_both	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	This isolate is also in the collections; ICPB XOlll, ICMP 5743, LMG 797, CFBP 2286, ATCC 49072 This isolate was isolated by A.C. Hayward B2115	This isolate is also in the collections; ICPB XOlll, ICMP 5743, LMG 797, CFBP 2286, ATCC 49072 This isolate was isolated by A.C. Hayward B2115	no	no
NCPPB 1593	present_in_both	Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. argemones (Srinivasan et al. 1961) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; ICMP 1617, LMG 534 This isolate was isolated by ex M.C. Srinivasan	This isolate is also in the collections; ICMP 1617, LMG 534 This isolate was isolated by ex M.C. Srinivasan	no	no
NCPPB 1594	present_in_both	Xanthomonas axonopodis pv. nakataecorchorii (Padhya & Patel 1963) Vauterin et al. 1995	Xanthomonas axonopodis pv. nakataecorchorii (Padhya & Patel 1963) Vauterin et al. 1995	This isolate was isolated by ex A.C. Padhya The source of this isolate was ex M.K. Patel	This isolate was isolated by ex A.C. Padhya The source of this isolate was ex M.K. Patel	no	no
NCPPB 1595	present_in_both	Xanthomonas euvesicatoria pv. physalidis (Srinivasan et al. 1962) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. physalidis (Srinivasan et al. 1962) Constantin et al. 2016 comb. nov.	The source of this isolate was ex M.C. Srinivasan	The source of this isolate was ex M.C. Srinivasan	no	no
NCPPB 1596	present_in_both	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria pv. spermacoces (Srinivasan & Patel 1956) Harrison et al. 2023	The source of this isolate was ex M.C. Srinivasan	The source of this isolate was ex M.C. Srinivasan	no	no
NCPPB 1607	present_in_both	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	The donor reference is B2165 This isolate was isolated by ex R.D. Pares	The donor reference is B2165 This isolate was isolated by ex R.D. Pares	no	no
NCPPB 1610	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	This isolate was isolated by R.A. Lelliott	This isolate was isolated by R.A. Lelliott	no	no
NCPPB 1612	present_in_both	Xanthomonas euvesicatoria pv. blepharidis (Srinivasan & Patel 1956) Harrison et al. 2023	Xanthomonas euvesicatoria pv. blepharidis (Srinivasan & Patel 1956) Harrison et al. 2023	This isolate was isolated by A.C. Hayward B2175	This isolate was isolated by A.C. Hayward B2175	no	no
NCPPB 1615	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	This isolate is also in the collections; ICPB XPl99 This isolate was isolated by R.A. Lelliott	This isolate is also in the collections; ICPB XPl99 This isolate was isolated by R.A. Lelliott	no	no
NCPPB 1616	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	This isolate was isolated by A.C. Hayward B2249F	This isolate was isolated by A.C. Hayward B2249F	no	no
NCPPB 1622	present_in_both	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	Xanthomonas hyacinthi (Wakker 1883) Vauterin et al. 1995	This isolate was isolated by D.C. Graham	This isolate was isolated by D.C. Graham	no	no
NCPPB 1628	present_in_both	Xanthomonas euvesicatoria pv. alangii (Padhya & Patel 1962) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria pv. alangii (Padhya & Patel 1962) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; ICPB XA132 This isolate was isolated by A.C. Padhya	This isolate is also in the collections; ICPB XA132 This isolate was isolated by A.C. Padhya	no	no
NCPPB 1629	present_in_both	Xanthomonas axonopodis pv. bauhiniae (Padhya et al. 1965) Vauterin et al. 1995	Xanthomonas axonopodis pv. bauhiniae (Padhya et al. 1965) Vauterin et al. 1995	This isolate was isolated by ex A.C. Padhya	This isolate was isolated by ex A.C. Padhya	no	no
NCPPB 1630	present_in_both	Xanthomonas arboricola pv. celebensis (Gaumann 1923) Vauterin et al. 1995	Xanthomonas arboricola pv. celebensis (Gaumann 1923) Vauterin et al. 1995	This isolate was isolated by ex D.W. Dye ZZ24 The source of this isolate was .	This isolate was isolated by ex D.W. Dye ZZ24 The source of this isolate was .	no	no
NCPPB 1632	present_in_both	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	The source of this isolate was ex M. Goto B50	The source of this isolate was ex M. Goto B50	no	no
NCPPB 1633	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; ICPB XSl, CFBP 7111 This isolate was isolated by ex W.H. Burkholder The source of this isolate was ex R.S. Dickey	This isolate is also in the collections; ICPB XSl, CFBP 7111 This isolate was isolated by ex W.H. Burkholder The source of this isolate was ex R.S. Dickey	no	no
NCPPB 1638	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by A.C. Hayward B2290	This isolate was isolated by A.C. Hayward B2290	no	no
NCPPB 1645	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	The donor reference is B2340 This isolate was isolated by ex A.H. Ramos SAL/163/B	The donor reference is B2340 This isolate was isolated by ex A.H. Ramos SAL/163/B	no	no
NCPPB 1646	present_in_both	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	The donor reference is B2324A This isolate was isolated by ex W.S. Sutton	The donor reference is B2324A This isolate was isolated by ex W.S. Sutton	no	no
NCPPB 1648	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	This isolate was isolated by A.C. Hayward B2305	This isolate was isolated by A.C. Hayward B2305	no	no
NCPPB 1654	present_in_both	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. fuscans (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	The donor reference is B2330 This isolate is also in the collections; LMG 837 This isolate was isolated by ex B.H. Boelema F6	The donor reference is B2330 This isolate is also in the collections; LMG 837 This isolate was isolated by ex B.H. Boelema F6	no	no
NCPPB 1659	present_in_both	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	Xanthomonas arboricola pv. juglandis (Pierce 1901) Vauterin et al. 1995	This isolate was isolated by A.C. Hayward B2404	This isolate was isolated by A.C. Hayward B2404	no	no
NCPPB 1668	present_in_both	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	The donor reference is CS56-27	The donor reference is CS56-27	no	no
NCPPB 1671	present_in_both	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. sesbaniae (Patel et al. 1952) Constantin et al. 2016 comb. nov.	This isolate was isolated by A.C. Hayward B2536	This isolate was isolated by A.C. Hayward B2536	no	no
NCPPB 1672	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas sp. Dowson 1939	This isolate was isolated by A.C. Hayward B2540B	This isolate was isolated by A.C. Hayward B2540B	no	no
NCPPB 1680	present_in_both	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	Xanthomonas phaseoli pv. phaseoli (Smith 1897) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; ICPB XP200 This isolate was isolated by D.C. Graham	This isolate is also in the collections; ICPB XP200 This isolate was isolated by D.C. Graham	no	no
NCPPB 1683	present_in_both	Stenotrophomonas hibiscicola (Moniz 1963) Nguyen et al. 2024	Stenotrophomonas hibiscicola (Moniz 1963) Nguyen et al. 2024	This isolate is also in the collections; ATCC 19867, ICMP 3945	This isolate is also in the collections; ATCC 19867, ICMP 3945	no	no
NCPPB 1684	present_in_both	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	Xanthomonas axonopodis pv. ricini (Yoshi & Takimoto 1928) Vauterin et al. 1995	This isolate is also in the collections; ICPB XR117 This isolate was isolated by A.C. Hayward B2602	This isolate is also in the collections; ICPB XR117 This isolate was isolated by A.C. Hayward B2602	no	no
NCPPB 1685	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	The donor reference is B2631 This isolate was isolated by ex H.L. Harvey WA134	The donor reference is B2631 This isolate was isolated by ex H.L. Harvey WA134	no	no
NCPPB 1697	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	This isolate was isolated by A.C. Hayward B2024	This isolate was isolated by A.C. Hayward B2024	no	no
NCPPB 1698	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	The donor reference is B650 This isolate is also in the collections; ATCC 14985, LMG 7429 This isolate was isolated by ex C. Logan XL59/10	The donor reference is B650 This isolate is also in the collections; ATCC 14985, LMG 7429 This isolate was isolated by ex C. Logan XL59/10	no	no
NCPPB 1699	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	This isolate was isolated by A.C. Hayward B2019	This isolate was isolated by A.C. Hayward B2019	no	no
NCPPB 1700	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	The donor reference is B648 This isolate is also in the collections; ATCC 14982 This isolate was isolated by ex C. Logan XL 59/6	The donor reference is B648 This isolate is also in the collections; ATCC 14982 This isolate was isolated by ex C. Logan XL 59/6	no	no
NCPPB 1701	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	This isolate is also in the collections; ATCC 14983 This isolate was isolated by A.C. Hayward B649 ex C. Logan XL59/9	This isolate is also in the collections; ATCC 14983 This isolate was isolated by A.C. Hayward B649 ex C. Logan XL59/9	no	no
NCPPB 1711	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	The donor reference is B1548 This isolate was isolated by ex M.D. Sutton P125	The donor reference is B1548 This isolate was isolated by ex M.D. Sutton P125	no	no
NCPPB 1712	present_in_both	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	Xanthomonas citri pv. malvacearum (Smith 1901) Constantin et al. 2016 comb. nov.	This isolate was isolated by A.C. Hayward B1334	This isolate was isolated by A.C. Hayward B1334	no	no
NCPPB 1713	present_in_both	Xanthomonas citri (ex Hasse 1915) Gabriel et al. 1989	Xanthomonas citri (ex Hasse 1915) Gabriel et al. 1989	This isolate was isolated by A.C. Hayward B912	This isolate was isolated by A.C. Hayward B912	no	no
NCPPB 1714	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	This isolate was isolated by A.C. Hayward B744	This isolate was isolated by A.C. Hayward B744	no	no
NCPPB 1715	present_in_both	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	This isolate was isolated by A.C. Hayward B1853	This isolate was isolated by A.C. Hayward B1853	no	no
NCPPB 1717	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	The donor reference is B913	The donor reference is B913	no	no
