ncppb_number	clause_order	clause_type	raw_clause	raw_value	text_start	text_end	html_start	html_end	parse_status	risk_level	review_reason	source_snapshot_sha256
NCPPB 1834	1	collection_list	This isolate is also in the collections; ICMP 5741, LMG 773, CFBP 7153, ATCC 49073	ICMP 5741, LMG 773, CFBP 7153, ATCC 49073	0	82	1013609	1013720	parsed	low		
NCPPB 1834	2	isolated_by	This isolate was isolated by ex C.F. Robbs ENA-300	ex C.F. Robbs ENA-300	83	133	1013724	1013775	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1836	1	source_of_isolate	The source of this isolate was ex J.R. Wallin 10b	ex J.R. Wallin 10b	0	49	1017414	1017492	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1837	1	collection_list	This isolate is also in the collections; ICMP 5744, LMG 843, CFBP 2540	ICMP 5744, LMG 843, CFBP 2540	0	70	1020682	1020781	parsed	low		
NCPPB 1837	2	source_of_isolate	The source of this isolate was ex J.R. Wallin 3	ex J.R. Wallin 3	71	118	1020785	1020833	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1838	1	collection_list	This isolate is also in the collections; ICMP 333, ATCC 11648, CFBP 7112, LMG 8752	ICMP 333, ATCC 11648, CFBP 7112, LMG 8752	0	82	1024026	1024137	parsed	low		
NCPPB 1838	2	isolated_by	This isolate was isolated by ex W.H. Burkholder XV18	ex W.H. Burkholder XV18	83	135	1024141	1024194	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1839	1	isolated_by	This isolate was isolated by ex A.P. Viegas	ex A.P. Viegas	0	43	1027787	1027859	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1839	2	source_of_isolate	The source of this isolate was ex C.F. Robbs ENA-250	ex C.F. Robbs ENA-250	44	96	1027863	1027916	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1841	1	isolated_by	This isolate was isolated by ex C.F. Robbs ENA-265	ex C.F. Robbs ENA-265	0	50	1031317	1031396	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1925	1	isolated_by	This isolate was isolated by ex E. Hellmers	ex E. Hellmers	0	43	1034559	1034631	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1925	2	source_of_isolate	The source of this isolate was ex ATCC 11726 ex W.H. Burkholder XB10	ex ATCC 11726 ex W.H. Burkholder XB10	44	112	1034635	1034704	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1929	1	collection_list	This isolate is also in the collections; ITCC B47	ITCC B47	0	49	1037369	1037447	parsed	low		
NCPPB 1929	2	source_of_isolate	The source of this isolate was ex M.K. Patel	ex M.K. Patel	50	94	1037451	1037496	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1930	1	isolated_by	This isolate was isolated by ex W.H.Burkholder HI	ex W.H.Burkholder HI	0	49	1040458	1040536	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1932	1	collection_list	This isolate is also in the collections; ICMP 5743, LMG 731, ATCC 49072	ICMP 5743, LMG 731, ATCC 49072	0	71	1043244	1043344	parsed	low		
NCPPB 1932	2	isolated_by	This isolate was isolated by ex D. Yirgou I-l	ex D. Yirgou I-l	72	117	1043348	1043394	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1933	1	isolated_by	This isolate was isolated by ex D. Yirgou I-2	ex D. Yirgou I-2	0	45	1045786	1045860	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1934	1	isolated_by	This isolate was isolated by ex K.F. Baker	ex K.F. Baker	0	42	1048547	1048618	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1935	1	collection_list	This isolate is also in the collections; ATCC 23390, ICMP 80, LMG 787	ATCC 23390, ICMP 80, LMG 787	0	69	1051352	1051450	parsed	low		
NCPPB 1935	2	isolated_by	This isolate was isolated by N. Okabe	N. Okabe	70	107	1051454	1051492	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1935	3	source_of_isolate	The source of this isolate was ex D.W. Dye ZT2 ex N. Okabe	ex D.W. Dye ZT2 ex N. Okabe	108	166	1051496	1051555	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1936	1	source_of_isolate	The source of this isolate was ex D.N. Srivastava	ex D.N. Srivastava	0	49	1054689	1054767	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1938	1	source_of_isolate	The source of this isolate was ex P.A. Ark PA	ex P.A. Ark PA	0	45	1057728	1057802	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1939	1	source_of_isolate	The source of this isolate was ex L.A. McFadden XP6	ex L.A. McFadden XP6	0	51	1061000	1061080	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1942	1	source_of_isolate	The source of this isolate was ex D.W. Dye ZQ1 ex W.J. Dowson 175 ex R.M, Natrass	ex D.W. Dye ZQ1 ex W.J. Dowson 175 ex R.M, Natrass	0	81	1064031	1064141	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1943	1	collection_list	This isolate is also in the collections; ICMP1409	ICMP1409	0	49	1067306	1067384	parsed	low		
NCPPB 1943	2	source_of_isolate	The source of this isolate was ex J.R. Wallin 20	ex J.R. Wallin 20	50	98	1067388	1067437	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1944	1	donor_reference	The donor reference is ICPB XT15	ICPB XT15	0	32	1070602	1070663	parsed	medium		
NCPPB 1944	2	collection_list	This isolate is also in the collections; ICMP 1409, LMG 679, CFBP 2541	ICMP 1409, LMG 679, CFBP 2541	33	103	1070667	1070738	parsed	low		
NCPPB 1944	3	source_of_isolate	The source of this isolate was ex J.R. Wallin 60-1	ex J.R. Wallin 60-1	104	154	1070742	1070793	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1945	1	source_of_isolate	The source of this isolate was ex W.A.F. Hagborg 1910	ex W.A.F. Hagborg 1910	0	53	1073998	1074080	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1946	1	collection_list	This isolate is also in the collections; ICMP 1404, LMG 860, ATCC 49079	ICMP 1404, LMG 860, ATCC 49079	0	71	1077013	1077113	parsed	low		
NCPPB 1946	2	source_of_isolate	The source of this isolate was ex R. Lincoln Lll	ex R. Lincoln Lll	72	120	1077117	1077166	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 1974	1	collection_list	This isolate is also in the collections; ATCC 13637; CCM 1640; NCTC 10275; NCIMB 9203; NCIMB 9203; DSM 50170; NCPPB 1974;	ATCC 13637; CCM 1640; NCTC 10275; NCIMB 9203; NCIMB 9203; DSM 50170; NCPPB 1974;	0	121	1079860	1080010	parsed	low		
NCPPB 1981	1	donor_reference	The donor reference is 332	332	0	26	1085271	1085326	parsed	medium		
NCPPB 1981	2	isolated_by	This isolate was isolated by ex E. Billing W135	ex E. Billing W135	27	74	1085330	1085378	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2005	1	donor_reference	The donor reference is B3100	B3100	0	28	1087780	1087837	parsed	medium		
NCPPB 2005	2	collection_list	This isolate is also in the collections; ICPB XM130, ICMP 2870, CFBP 7123, DSM 24447, LMG 785, ATCC 49084	ICPB XM130, ICMP 2870, CFBP 7123, DSM 24447, LMG 785, ATCC 49084	29	134	1087841	1087947	parsed	low		
NCPPB 2005	3	isolated_by	This isolate was isolated by ex D. Yirgou	ex D. Yirgou	135	176	1087951	1087993	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2011	1	isolated_by	This isolate was isolated by F.W. Catton C596	F.W. Catton C596	0	45	1091129	1091203	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2016	1	isolated_by	This isolate was isolated by J. Oxtoby X.H.l	J. Oxtoby X.H.l	0	44	1094339	1094412	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2031	1	donor_reference	The donor reference is XCB-2	XCB-2	0	28	1097104	1097161	parsed	medium		
NCPPB 2044	1	donor_reference	The donor reference is 15984	15984	0	28	1099829	1099886	parsed	medium		
NCPPB 2057	1	donor_reference	The donor reference is Hel 1	Hel 1	0	28	1102301	1102358	parsed	medium		
NCPPB 2057	2	collection_list	This isolate is also in the collections; ICMP 5778, LMG 735	ICMP 5778, LMG 735	29	88	1102362	1102422	parsed	low		
NCPPB 2058	1	collection_list	This isolate is also in the collections; ICMP 5159	ICMP 5159	0	50	1105646	1105725	parsed	low		
NCPPB 2058	2	isolated_by	This isolate was isolated by K.A. Sabet Phas 2	K.A. Sabet Phas 2	51	97	1105729	1105776	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2059	1	isolated_by	This isolate was isolated by K.A. Sabet Vig 1	K.A. Sabet Vig 1	0	45	1108957	1109031	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2060	1	isolated_by	This isolate was isolated by K.A. Sabet Rhyn 2	K.A. Sabet Rhyn 2	0	46	1112249	1112324	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2061	1	collection_list	This isolate is also in the collections; CFBP 7113	CFBP 7113	0	50	1115508	1115587	parsed	low		
NCPPB 2061	2	isolated_by	This isolate was isolated by K.A. Sabet Vig 3	K.A. Sabet Vig 3	51	96	1115591	1115637	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2062	1	collection_list	This isolate is also in the collections; ICMP 5718, LMG 497	ICMP 5718, LMG 497	0	59	1118829	1118917	parsed	low		
NCPPB 2062	2	isolated_by	This isolate was isolated by K.A. Sabet Alf 1	K.A. Sabet Alf 1	60	105	1118921	1118967	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2063	1	isolated_by	This isolate was isolated by K.A. Sabet Caj 1	K.A. Sabet Caj 1	0	45	1122139	1122213	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2064	1	isolated_by	This isolate was isolated by K.A. Sabet Dol 3	K.A. Sabet Dol 3	0	45	1125677	1125751	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2066	1	collection_list	This isolate is also in the collections; ICMP 5745, LMG 844	ICMP 5745, LMG 844	0	59	1129285	1129373	parsed	low		
NCPPB 2066	2	isolated_by	This isolate was isolated by K.A. Sabet Phyl 1	K.A. Sabet Phyl 1	60	106	1129377	1129424	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2067	1	isolated_by	This isolate was isolated by K.A. Sabet Euph 3	K.A. Sabet Euph 3	0	46	1131837	1131912	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2095	1	isolated_by	This isolate was isolated by D.C. Graham	D.C. Graham	0	40	1135043	1135112	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2147	1	isolated_by	This isolate was isolated by L. Behr 1	L. Behr 1	0	38	1142876	1142943	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2181	1	isolated_by	This isolate was isolated by T. Tominaga X1-11-2	T. Tominaga X1-11-2	0	48	1146127	1146204	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2182	1	collection_list	This isolate is also in the collections; ICMP 5780, LMG 732	ICMP 5780, LMG 732	0	59	1148915	1149003	parsed	low		
NCPPB 2182	2	isolated_by	This isolate was isolated by ex W. Kamerman S131-84	ex W. Kamerman S131-84	60	111	1149007	1149059	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2183	1	isolated_by	This isolate was isolated by ex W. Kamerman S148-81	ex W. Kamerman S148-81	0	51	1152199	1152279	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2190	1	collection_list	This isolate is also in the collections; ICMP 5729, LMG 699	ICMP 5729, LMG 699	0	59	1154925	1155013	parsed	low		
NCPPB 2190	2	isolated_by	This isolate was isolated by C. F. Robbs ENA-568	C. F. Robbs ENA-568	60	108	1155017	1155066	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2217	1	collection_list	This isolate is also in the collections; ATCC 33914;CECT 7646;CNBP 1192;DSM 7250;ICMP 4298;ICPB XA138;LMG 5856	ATCC 33914;CECT 7646;CNBP 1192;DSM 7250;ICMP 4298;ICPB XA138;LMG 5856	0	110	1157931	1158070	parsed	low		
NCPPB 2217	2	isolated_by	This isolate was isolated by C.G. Panagopoulos 48	C.G. Panagopoulos 48	111	160	1158074	1158124	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2218	1	collection_list	This isolate is also in the collections; ICPB XA139	ICPB XA139	0	51	1160975	1161055	parsed	low		
NCPPB 2218	2	isolated_by	This isolate was isolated by C.G. Panagopoulos 75	C.G. Panagopoulos 75	52	101	1161059	1161109	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2226	1	isolated_by	This isolate was isolated by D.C. Graham	D.C. Graham	0	40	1164267	1164336	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2228	1	collection_list	This isolate is also in the collections; ICPB XB117, ICMP 2780, LMG 556	ICPB XB117, ICMP 2780, LMG 556	0	71	1167827	1167927	parsed	low		
NCPPB 2228	2	isolated_by	This isolate was isolated by A.M. Patel	A.M. Patel	72	111	1167931	1167971	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2229	1	collection_list	This isolate is also in the collections; ICPB XL107, ICMP 5738, LMG 9048	ICPB XL107, ICMP 5738, LMG 9048	0	72	1170367	1170468	parsed	low		
NCPPB 2229	2	isolated_by	This isolate was isolated by A.M. Patel	A.M. Patel	73	112	1170472	1170512	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2230	1	collection_list	This isolate is also in the collections; ICPB XN105, ICMP 5731, LMG 9047	ICPB XN105, ICMP 5731, LMG 9047	0	72	1173748	1173849	parsed	low		
NCPPB 2230	2	isolated_by	This isolate was isolated by A.M. Patel	A.M. Patel	73	112	1173853	1173893	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2247	1	isolated_by	This isolate was isolated by J.F. Bradbury B3596	J.F. Bradbury B3596	0	48	1176522	1176599	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2248	1	donor_reference	The donor reference is B3005	B3005	0	28	1179755	1179812	parsed	medium		
NCPPB 2248	2	isolated_by	This isolate was isolated by ex R.A. Bailey MR20213	ex R.A. Bailey MR20213	29	80	1179816	1179868	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2249	1	isolated_by	This isolate was isolated by J.F. Bradbury B3891	J.F. Bradbury B3891	0	48	1182499	1182576	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2250	1	donor_reference	The donor reference is Dowson 1939	Dowson 1939	0	34	1185722	1185785	parsed	medium		
NCPPB 2250	2	isolated_by	This isolate was isolated by J.F. Bradbury B3516a	J.F. Bradbury B3516a	35	84	1185789	1185839	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2251	1	donor_reference	The donor reference is B3645	B3645	0	28	1188506	1188563	parsed	medium		
NCPPB 2251	2	collection_list	This isolate is also in the collections; CFBP 7122	CFBP 7122	29	79	1188567	1188618	parsed	low		
NCPPB 2251	3	isolated_by	This isolate was isolated by ex D. Yirgou	ex D. Yirgou	80	121	1188622	1188664	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2255	1	donor_reference	The donor reference is 068-1406	068-1406	0	31	1191613	1191673	parsed	medium		
NCPPB 2257	1	donor_reference	The donor reference is X32	X32	0	26	1194304	1194359	parsed	medium		
NCPPB 2258	1	donor_reference	The donor reference is X42	X42	0	26	1196991	1197046	parsed	medium		
NCPPB 2269	1	isolated_by	This isolate was isolated by M.J. Dervish 1356/2	M.J. Dervish 1356/2	0	48	1200197	1200274	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2297	1	isolated_by	This isolate was isolated by F.W. Catton 85/68	F.W. Catton 85/68	0	46	1203793	1203868	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2336	1	isolated_by	This isolate was isolated by F.W. Catton C721	F.W. Catton C721	0	45	1207004	1207078	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2337	1	donor_reference	The donor reference is B63	B63	0	26	1209491	1209546	parsed	medium		
NCPPB 2337	2	collection_list	This isolate is also in the collections; ICPB XE104, ICMP 5382, CFBP 7270, LMG 700	ICPB XE104, ICMP 5382, CFBP 7270, LMG 700	27	109	1209550	1209633	parsed	low		
NCPPB 2338	1	donor_reference	The donor reference is B99	B99	0	26	1212045	1212100	parsed	medium		
NCPPB 2338	2	collection_list	This isolate is also in the collections; ICPB XE105	ICPB XE105	27	78	1212104	1212156	parsed	low		
NCPPB 2345	1	isolated_by	This isolate was isolated by J. Oxtoby A218	J. Oxtoby A218	0	43	1215594	1215666	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2346	1	collection_list	This isolate is also in the collections; ICMP 3151, LMG 810	ICMP 3151, LMG 810	0	59	1218068	1218156	parsed	low		
NCPPB 2346	2	isolated_by	This isolate was isolated by A.L.G. Pereira SBF-813	A.L.G. Pereira SBF-813	60	111	1218160	1218212	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2352	1	isolated_by	This isolate was isolated by J.W. Miller 069-3050	J.W. Miller 069-3050	0	49	1221425	1221503	parsed	medium	person_or_source_text_not_automatically_an_identifier	
NCPPB 2368	1	donor_reference	The donor reference is XPEl	XPEl	0	27	1225025	1225081	parsed	high	digit_free_donor_reference_requires_review_before_search	
